65536,"Resort Hotel",0,342,2015,"July",27,1,0,0,2,0,0,"BB","PRT","Direct","Direct",0,0,"C","C",3,"No Deposit",0,"Individual",0.00,0,0,"Check-Out","2015-07-01"
65537,"Resort Hotel",0,737,2015,"July",27,1,0,0,2,0,0,"BB","PRT","Direct","Direct",0,0,"C","C",4,"No Deposit",0,"Individual",0.00,0,0,"Check-Out","2015-07-01"
65538,"Resort Hotel",0,7,2015,"July",27,1,0,1,1,0,0,"BB","GBR","Direct","Direct",0,0,"A","C",0,"No Deposit",0,"Individual",75.00,0,0,"Check-Out","2015-07-02"
65539,"Resort Hotel",0,13,2015,"July",27,1,0,1,1,0,0,"BB","GBR","Corporate","Corporate",0,0,"A","A",0,"No Deposit",0,"Individual",75.00,0,0,"Check-Out","2015-07-02"
65540,"Resort Hotel",0,14,2015,"July",27,1,0,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",98.00,0,1,"Check-Out","2015-07-03"
65541,"Resort Hotel",0,14,2015,"July",27,1,0,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",98.00,0,1,"Check-Out","2015-07-03"
65542,"Resort Hotel",0,0,2015,"July",27,1,0,2,2,0,0,"BB","PRT","Direct","Direct",0,0,"C","C",0,"No Deposit",0,"Individual",107.00,0,0,"Check-Out","2015-07-03"
65543,"Resort Hotel",0,9,2015,"July",27,1,0,2,2,0,0,"FB","PRT","Direct","Direct",0,0,"C","C",0,"No Deposit",0,"Individual",103.00,0,1,"Check-Out","2015-07-03"
65544,"Resort Hotel",1,85,2015,"July",27,1,0,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",82.00,0,1,"Canceled","2015-05-06"
65545,"Resort Hotel",1,75,2015,"July",27,1,0,3,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,"D","D",0,"No Deposit",0,"Individual",105.50,0,0,"Canceled","2015-04-22"
65546,"Resort Hotel",1,23,2015,"July",27,1,0,4,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"E","E",0,"No Deposit",0,"Individual",123.00,0,0,"Canceled","2015-06-23"
65547,"Resort Hotel",0,35,2015,"July",27,1,0,4,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,"D","D",0,"No Deposit",0,"Individual",145.00,0,0,"Check-Out","2015-07-05"
65548,"Resort Hotel",0,68,2015,"July",27,1,0,4,2,0,0,"BB","USA","Online TA","TA/TO",0,0,"D","E",0,"No Deposit",0,"Individual",97.00,0,3,"Check-Out","2015-07-05"
65549,"Resort Hotel",0,18,2015,"July",27,1,0,4,2,1,0,"HB","ESP","Online TA","TA/TO",0,0,"G","G",1,"No Deposit",0,"Individual",154.77,0,1,"Check-Out","2015-07-05"
65550,"Resort Hotel",0,37,2015,"July",27,1,0,4,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"E","E",0,"No Deposit",0,"Individual",94.71,0,0,"Check-Out","2015-07-05"
65551,"Resort Hotel",0,68,2015,"July",27,1,0,4,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,"D","E",0,"No Deposit",0,"Individual",97.00,0,3,"Check-Out","2015-07-05"
65552,"Resort Hotel",0,37,2015,"July",27,1,0,4,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,"E","E",0,"No Deposit",0,"Business",97.50,0,0,"Check-Out","2015-07-05"
65553,"Resort Hotel",0,12,2015,"July",27,1,0,1,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,"A","E",0,"No Deposit",0,"Individual",88.20,0,0,"Check-Out","2015-07-02"
65554,"Resort Hotel",0,0,2015,"July",27,1,0,1,2,0,0,"BB","FRA","Corporate","Corporate",0,0,"A","G",0,"No Deposit",0,"Individual",107.42,0,0,"Check-Out","2015-07-02"
65555,"Resort Hotel",0,7,2015,"July",27,1,0,4,2,0,0,"BB","GBR","Direct","Direct",0,0,"G","G",0,"No Deposit",0,"Individual",153.00,0,1,"Check-Out","2015-07-05"
65556,"Resort Hotel",0,37,2015,"July",27,1,1,4,1,0,0,"BB","GBR","Online TA","TA/TO",0,0,"F","F",0,"No Deposit",0,"Individual",97.29,0,1,"Check-Out","2015-07-06"
65557,"Resort Hotel",0,72,2015,"July",27,1,2,4,2,0,0,"BB","PRT","Direct","Direct",0,0,"A","A",1,"No Deposit",0,"Individual",84.67,0,1,"Check-Out","2015-07-07"
65558,"Resort Hotel",0,72,2015,"July",27,1,2,4,2,0,0,"BB","PRT","Direct","Direct",0,0,"A","A",1,"No Deposit",0,"Individual",84.67,0,1,"Check-Out","2015-07-07"
65559,"Resort Hotel",0,72,2015,"July",27,1,2,4,2,0,0,"BB","PRT","Direct","Direct",0,0,"D","D",1,"No Deposit",0,"Individual",99.67,0,1,"Check-Out","2015-07-07"
65560,"Resort Hotel",0,127,2015,"July",27,1,2,5,2,0,0,"HB","GBR","Offline TA/TO","TA/TO",0,0,"D","I",0,"No Deposit",0,"Business",94.95,0,1,"Check-Out","2015-07-01"
65561,"Resort Hotel",0,78,2015,"July",27,1,2,5,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,"D","D",0,"No Deposit",0,"Individual",63.60,1,0,"Check-Out","2015-07-08"
65562,"Resort Hotel",0,48,2015,"July",27,1,2,5,2,0,0,"BB","IRL","Offline TA/TO","TA/TO",0,0,"D","D",0,"No Deposit",0,"Business",79.50,0,0,"Check-Out","2015-07-08"
65563,"Resort Hotel",1,60,2015,"July",27,1,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"E","E",0,"No Deposit",0,"Individual",107.00,0,2,"Canceled","2015-05-11"
65564,"Resort Hotel",0,77,2015,"July",27,1,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",94.00,0,0,"Check-Out","2015-07-08"
65565,"Resort Hotel",0,99,2015,"July",27,1,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"D","D",0,"No Deposit",0,"Individual",87.30,1,1,"Check-Out","2015-07-08"
65566,"Resort Hotel",0,118,2015,"July",27,1,4,10,1,0,0,"BB","Other","Direct","Direct",0,0,"A","A",2,"No Deposit",0,"Individual",62.00,0,2,"Check-Out","2015-07-15"
65567,"Resort Hotel",0,95,2015,"July",27,1,4,11,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,"D","D",0,"No Deposit",0,"Individual",63.86,0,0,"Check-Out","2015-07-16"
65568,"Resort Hotel",1,96,2015,"July",27,1,2,8,2,0,0,"BB","PRT","Direct","Direct",0,0,"E","E",0,"No Deposit",0,"Individual",108.30,0,2,"Canceled","2015-05-29"
65569,"Resort Hotel",0,69,2015,"July",27,2,2,4,2,0,0,"BB","IRL","Offline TA/TO","TA/TO",0,0,"A","C",0,"No Deposit",0,"Individual",65.50,0,0,"Check-Out","2015-07-08"
65570,"Resort Hotel",1,45,2015,"July",27,2,1,3,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,"D","D",0,"No Deposit",0,"Individual",108.80,0,1,"Canceled","2015-05-19"
65571,"Resort Hotel",1,40,2015,"July",27,2,1,3,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,"D","D",0,"No Deposit",0,"Individual",108.80,0,1,"Canceled","2015-06-19"
65572,"Resort Hotel",0,15,2015,"July",27,2,1,3,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,"A","C",0,"No Deposit",0,"Individual",98.00,0,0,"Check-Out","2015-07-06"
65573,"Resort Hotel",0,36,2015,"July",27,2,1,3,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,"D","D",0,"No Deposit",0,"Individual",108.80,0,1,"Check-Out","2015-07-06"
65574,"Resort Hotel",1,43,2015,"July",27,2,1,3,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,"D","D",0,"No Deposit",0,"Individual",108.80,0,0,"Canceled","2015-05-23"
65575,"Resort Hotel",0,70,2015,"July",27,2,2,3,2,0,0,"HB","ROU","Direct","Direct",0,0,"E","E",0,"No Deposit",0,"Individual",137.00,0,1,"Check-Out","2015-07-07"
65576,"Resort Hotel",1,45,2015,"July",27,2,2,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"G","G",0,"No Deposit",0,"Individual",117.81,0,0,"Canceled","2015-05-18"
65577,"Resort Hotel",0,45,2015,"July",27,2,2,3,2,0,0,"BB","IRL","Offline TA/TO","TA/TO",0,0,"D","D",0,"No Deposit",0,"Business",79.50,0,0,"Check-Out","2015-07-07"
65578,"Resort Hotel",0,16,2015,"July",27,2,2,3,2,0,0,"BB","ESP","Direct","Direct",0,0,"F","F",0,"No Deposit",0,"Individual",123.00,0,0,"Check-Out","2015-07-07"
65579,"Resort Hotel",0,70,2015,"July",27,2,2,3,2,0,0,"HB","ROU","Direct","Direct",0,0,"E","E",0,"No Deposit",0,"Individual",137.00,0,1,"Check-Out","2015-07-07"
65580,"Resort Hotel",0,107,2015,"July",27,2,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",110.70,0,2,"Check-Out","2015-07-09"
65581,"Resort Hotel",1,47,2015,"July",27,2,2,5,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,"G","G",0,"No Deposit",0,"Individual",153.00,0,0,"Canceled","2015-06-02"
65582,"Resort Hotel",0,96,2015,"July",27,2,2,5,2,0,0,"BB","ESP","Offline TA/TO","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",58.95,0,1,"Check-Out","2015-07-09"
65583,"Resort Hotel",0,113,2015,"July",27,2,2,5,2,0,0,"BB","NOR","Offline TA/TO","TA/TO",0,0,"E","E",0,"No Deposit",0,"Individual-Party",82.88,0,2,"Check-Out","2015-07-09"
65584,"Resort Hotel",0,90,2015,"July",27,2,2,5,2,0,0,"HB","GBR","Offline TA/TO","TA/TO",0,0,"A","B",1,"No Deposit",0,"Business",82.35,0,0,"Check-Out","2015-07-09"
65585,"Resort Hotel",0,50,2015,"July",27,2,2,5,2,0,0,"HB","IRL","Online TA","TA/TO",0,0,"E","F",1,"No Deposit",0,"Individual",119.35,0,1,"Check-Out","2015-07-09"
65586,"Resort Hotel",0,113,2015,"July",27,2,2,5,2,0,0,"BB","NOR","Offline TA/TO","TA/TO",0,0,"D","D",0,"No Deposit",0,"Individual-Party",67.58,0,2,"Check-Out","2015-07-09"
65587,"Resort Hotel",0,93,2015,"July",27,2,3,8,2,0,0,"BB","IRL","Offline TA/TO","TA/TO",0,0,"A","A",0,"No Deposit",0,"Business",56.01,0,0,"Check-Out","2015-07-13"
65588,"Resort Hotel",0,76,2015,"July",27,2,4,10,2,0,0,"BB","OMN","Offline TA/TO","TA/TO",0,0,"D","D",0,"No Deposit",0,"Business",110.70,0,0,"Check-Out","2015-07-16"
65589,"Resort Hotel",0,3,2015,"July",27,2,0,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,"A","C",0,"No Deposit",0,"Individual",88.20,1,0,"Check-Out","2015-07-03"
65590,"Resort Hotel",0,1,2015,"July",27,2,0,1,2,0,0,"BB","ARG","Online TA","TA/TO",0,0,"H","H",0,"No Deposit",0,"Individual",147.00,1,0,"Check-Out","2015-07-03"
65591,"Resort Hotel",0,1,2015,"July",27,2,0,1,2,2,0,"BB","ESP","Direct","Direct",0,0,"C","C",0,"No Deposit",0,"Individual",107.00,1,2,"Check-Out","2015-07-03"
65592,"Resort Hotel",0,0,2015,"July",27,2,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,"H","H",0,"No Deposit",0,"Individual",147.00,0,0,"Check-Out","2015-07-03"
65593,"Resort Hotel",0,0,2015,"July",27,2,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"A","D",0,"No Deposit",0,"Individual",117.90,0,2,"Check-Out","2015-07-03"
65594,"Resort Hotel",0,0,2015,"July",27,2,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,"G","G",0,"No Deposit",0,"Individual",123.00,0,0,"Check-Out","2015-07-03"
65595,"Resort Hotel",0,14,2015,"July",27,2,0,2,2,0,0,"BB","USA","Online TA","TA/TO",0,0,"A","C",0,"No Deposit",0,"Individual",98.00,0,1,"Check-Out","2015-07-04"
65596,"Resort Hotel",0,10,2015,"July",27,2,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"G","G",0,"No Deposit",0,"Individual",117.81,0,0,"Check-Out","2015-07-04"
65597,"Resort Hotel",0,5,2015,"July",27,2,0,2,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,"E","E",0,"No Deposit",0,"Individual",135.00,1,2,"Check-Out","2015-07-04"
65598,"Resort Hotel",0,17,2015,"July",27,2,0,3,2,0,0,"BB","ESP","Direct","Direct",0,0,"F","F",0,"No Deposit",0,"Individual",133.00,0,1,"Check-Out","2015-07-05"
65599,"Resort Hotel",0,93,2015,"July",27,2,0,3,2,0,0,"BB","IRL","Offline TA/TO","TA/TO",0,0,"A","C",0,"No Deposit",0,"Business",58.95,0,0,"Check-Out","2015-07-05"
65600,"Resort Hotel",1,3,2015,"July",27,2,0,3,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",136.33,0,2,"Canceled","2015-06-29"
65601,"Resort Hotel",0,10,2015,"July",27,3,0,2,2,2,0,"BB","USA","Online TA","TA/TO",0,0,"G","H",0,"No Deposit",0,"Individual",153.00,1,0,"Check-Out","2015-07-05"
65602,"Resort Hotel",0,3,2015,"July",27,3,0,2,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,"A","C",0,"No Deposit",0,"Individual",110.50,0,0,"Check-Out","2015-07-05"
65603,"Resort Hotel",0,51,2015,"July",27,3,0,2,2,0,0,"BB","POL","Online TA","TA/TO",0,0,"D","D",0,"No Deposit",0,"Individual",97.00,0,0,"Check-Out","2015-07-05"
65604,"Resort Hotel",1,71,2015,"July",27,3,0,2,3,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",110.30,0,2,"Canceled","2015-06-16"
65605,"Resort Hotel",1,63,2015,"July",27,3,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",82.00,0,2,"Canceled","2015-06-18"
65606,"Resort Hotel",1,62,2015,"July",27,3,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"D","D",0,"No Deposit",0,"Individual",97.00,0,1,"Canceled","2015-07-03"
65607,"Resort Hotel",1,101,2015,"July",27,3,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",73.80,0,1,"Canceled","2015-06-12"
65608,"Resort Hotel",0,2,2015,"July",27,3,0,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",91.50,0,0,"Check-Out","2015-07-05"
65609,"Resort Hotel",0,15,2015,"July",27,3,0,2,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",114.50,0,0,"Check-Out","2015-07-05"
65610,"Resort Hotel",1,51,2015,"July",27,3,0,2,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",110.30,0,0,"Canceled","2015-06-09"
65611,"Resort Hotel",0,3,2015,"July",27,3,1,2,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",90.90,1,0,"Check-Out","2015-07-06"
65612,"Resort Hotel",1,48,2015,"July",27,3,1,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"E","E",0,"No Deposit",0,"Individual",123.00,0,0,"Canceled","2015-05-26"
65613,"Resort Hotel",0,2,2015,"July",27,3,2,2,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",122.00,0,0,"Check-Out","2015-07-07"
65614,"Resort Hotel",0,72,2015,"July",27,3,2,2,2,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",110.70,1,0,"Check-Out","2015-07-07"
65615,"Resort Hotel",0,81,2015,"July",27,3,2,6,3,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,"D","D",0,"No Deposit",0,"Individual",85.86,0,0,"Check-Out","2015-07-11"
65616,"Resort Hotel",0,99,2015,"July",27,3,2,7,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,"A","A",0,"No Deposit",0,"Business",58.95,0,0,"Check-Out","2015-07-12"
65617,"Resort Hotel",1,368,2015,"July",27,3,3,7,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,"A","A",0,"No Deposit",0,"Business",55.68,0,0,"Canceled","2015-05-19"
65618,"Resort Hotel",0,364,2015,"July",27,3,3,7,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,"A","A",0,"No Deposit",0,"Business",55.68,0,0,"Check-Out","2015-07-13"
65619,"Resort Hotel",1,81,2015,"July",27,3,3,7,2,0,0,"HB","PRT","Direct","Direct",0,0,"A","A",2,"No Deposit",0,"Individual",124.00,0,1,"Canceled","2015-06-09"
65620,"Resort Hotel",0,99,2015,"July",27,3,3,7,2,0,0,"HB","GBR","Offline TA/TO","TA/TO",0,0,"E","E",0,"No Deposit",0,"Business",111.15,0,0,"Check-Out","2015-07-13"
65621,"Resort Hotel",0,324,2015,"July",27,3,4,10,2,0,0,"HB","GBR","Offline TA/TO","TA/TO",0,0,"E","E",0,"No Deposit",0,"Business",134.73,0,0,"Check-Out","2015-07-17"
65622,"Resort Hotel",0,69,2015,"July",27,3,4,10,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,"F","F",1,"No Deposit",0,"Individual",92.45,0,1,"Check-Out","2015-07-17"
65623,"Resort Hotel",1,79,2015,"July",27,3,6,15,2,1,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",108.73,0,2,"Canceled","2015-04-15"
65624,"Resort Hotel",0,12,2015,"July",27,3,0,1,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,"A","C",0,"No Deposit",0,"Individual",73.80,0,0,"Check-Out","2015-07-04"
65625,"Resort Hotel",0,9,2015,"July",27,3,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"A","C",0,"No Deposit",0,"Individual",98.00,1,2,"Check-Out","2015-07-04"
65626,"Resort Hotel",0,1,2015,"July",27,3,0,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,"A","C",0,"No Deposit",0,"Individual",131.00,0,1,"Check-Out","2015-07-04"
65627,"Resort Hotel",0,21,2015,"July",27,3,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"E","E",0,"No Deposit",0,"Individual",123.00,0,0,"Check-Out","2015-07-04"
65628,"Resort Hotel",0,9,2015,"July",27,3,0,1,2,0,0,"BB","USA","Online TA","TA/TO",0,0,"C","C",0,"No Deposit",0,"Individual",94.71,0,0,"Check-Out","2015-07-04"
65629,"Resort Hotel",0,109,2015,"July",27,3,0,1,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",123.00,0,2,"Check-Out","2015-07-04"
65630,"Resort Hotel",1,109,2015,"July",27,3,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",123.00,0,1,"Canceled","2015-05-26"
65631,"Resort Hotel",1,72,2015,"July",27,3,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"A","A",0,"No Deposit",0,"Individual",73.80,0,1,"Canceled","2015-06-29"
65632,"Resort Hotel",1,63,2015,"July",27,3,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,"F","F",0,"No Deposit",0,"Individual",117.00,0,1,"Canceled","2015-05-13"
65633,"Resort Hotel",0,63,2015,"July",27,3,2,5,3,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,"E","E",0,"No Deposit",0,"Individual",196.54,0,1,"Check-Out","2015-07-10"
